"EG04_006 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG04_006.tcf]","Time (h)","H ds1.1 [EG04_006]","H ds1.2 [EG04_006]","H ds2.2 [EG04_006]","H ds3.2 [EG04_006]","H ds4.2 [EG04_006]","H ds5.2 [EG04_006]","H ds_weir.2 [EG04_006]","H FC01.01.1 [EG04_006]","H FC01.02.1 [EG04_006]","H FC01.03.1 [EG04_006]","H FC01.04.1 [EG04_006]","H FC01.05.1 [EG04_006]","H FC01.06.1 [EG04_006]","H FC01.07.1 [EG04_006]","H FC01.08.1 [EG04_006]","H FC01.09.1 [EG04_006]","H FC01.12.1 [EG04_006]","H FC01.12.2 [EG04_006]","H FC01.13.1 [EG04_006]","H FC01.14.1 [EG04_006]","H FC01.15.1 [EG04_006]","H FC01.16.1 [EG04_006]","H FC01.17.1 [EG04_006]","H FC01.18.1 [EG04_006]","H FC01.19.1 [EG04_006]","H FC01.1_R.1 [EG04_006]","H FC01.1_R.2 [EG04_006]","H FC01.20.1 [EG04_006]","H FC01.21.1 [EG04_006]","H FC01.22.1 [EG04_006]","H FC01.23.1 [EG04_006]","H FC01.24.1 [EG04_006]","H FC01.25.1 [EG04_006]","H FC01.26.1 [EG04_006]","H FC01.27.1 [EG04_006]","H FC01.28A.1 [EG04_006]","H FC01.28B.1 [EG04_006]","H FC01.29.1 [EG04_006]","H FC01.30.1 [EG04_006]","H FC01.31.1 [EG04_006]","H FC01.32.1 [EG04_006]","H FC01.33.1 [EG04_006]","H FC01.36.1 [EG04_006]","H FC01.37.1 [EG04_006]","H FC01.38.1 [EG04_006]","H FC01.39.1 [EG04_006]","H FC01.40.1 [EG04_006]","H FC02.01.1 [EG04_006]","H FC02.02.1 [EG04_006]","H FC02.03.1 [EG04_006]","H FC02.04.1 [EG04_006]","H FC02.05.1 [EG04_006]","H FC02.06.1 [EG04_006]"
      37,          0.600000,     36.9242,     36.5321,     35.6579,     34.4170,     33.1988,     31.2610,     32.5790,     37.2255,     37.2452,     37.2859,     37.6472,     37.9149,     38.0377,     38.0587,     38.1539,     38.8315,     39.4367,     38.8375,     40.2391,     40.4999,     40.7631,     41.0059,     41.1761,     41.1966,     41.2113,     47.8544,     46.3151,     41.4236,     41.4648,     41.5127,     41.6837,     41.9348,     42.5602,     43.1163,     43.5249,     44.3003,     44.7053,     45.1600,     45.4707,     45.7519,     45.9088,     45.9678,     48.0313,     48.3402,     48.6619,     49.4803,     51.2909,     41.6869,     41.6976,     41.7380,     43.1829,     43.1852,     44.2838
      38,          0.616667,     37.0983,     36.7240,     35.9325,     34.6147,     33.2480,     31.2660,     32.5790,     37.4003,     37.4201,     37.4585,     37.8027,     38.0715,     38.1950,     38.2157,     38.3057,     38.9490,     39.5183,     38.9568,     40.3373,     40.6116,     40.8883,     41.1457,     41.3230,     41.3454,     41.3609,     48.1589,     46.3900,     41.5749,     41.6165,     41.6634,     41.8235,     42.0421,     42.6332,     43.1871,     43.5986,     44.3747,     44.7683,     45.2028,     45.5394,     45.8367,     45.9988,     46.0530,     48.2597,     48.5326,     48.8390,     49.6106,     51.3842,     41.8275,     41.8429,     41.8868,     43.2687,     43.2710,     44.2982
      39,          0.633333,     37.2372,     36.8325,     36.1886,     34.8932,     33.3463,     31.2930,     32.5790,     37.5496,     37.5701,     37.6084,     37.9486,     38.2245,     38.3508,     38.3720,     38.4607,     39.0668,     39.6005,     39.0751,     40.4341,     40.7238,     41.0110,     41.2807,     41.4550,     41.4781,     41.4948,     48.4356,     46.4495,     41.7059,     41.7474,     41.7926,     41.9393,     42.1329,     42.6900,     43.2384,     43.6504,     44.4243,     44.8092,     45.2313,     45.5884,     45.8995,     46.0664,     46.1183,     48.4951,     48.7156,     48.9928,     49.7275,     51.4752,     41.9436,     41.9617,     42.0035,     43.3241,     43.3266,     44.3122
      40,          0.650000,     37.3582,     36.9416,     36.3388,     35.2745,     33.4887,     31.3672,     32.5790,     37.6830,     37.7050,     37.7450,     38.0915,     38.3710,     38.5024,     38.5243,     38.6131,     39.1902,     39.6873,     39.1995,     40.5242,     40.8366,     41.1393,     41.4312,     41.6182,     41.6408,     41.6566,     48.6704,     46.4952,     41.8377,     41.8730,     41.9123,     42.0392,     42.2110,     42.7347,     43.2761,     43.6860,     44.4602,     44.8388,     45.2520,     45.6250,     45.9469,     46.1175,     46.1679,     48.7073,     48.8913,     49.1439,     49.8406,     51.5636,     42.0423,     42.0594,     42.0969,     43.3621,     43.3649,     44.3259
      41,          0.666667,     37.4614,     37.0449,     36.4238,     35.6303,     33.6685,     31.5082,     32.5790,     37.8034,     37.8271,     37.8701,     38.2306,     38.5181,     38.6572,     38.6803,     38.7718,     39.3243,     39.7886,     39.3358,     40.6324,     40.9696,     41.2849,     41.5807,     41.7478,     41.7698,     41.7848,     48.8542,     46.5299,     41.9516,     41.9849,     42.0208,     42.1329,     42.2855,     42.7746,     43.3065,     43.7151,     44.4863,     44.8603,     45.2678,     45.6529,     45.9833,     46.1567,     46.2061,     48.8786,     49.0327,     49.2797,     49.9519,     51.6506,     42.1368,     42.1538,     42.1864,     43.3905,     43.3935,     44.3392
      42,          0.683333,     37.5688,     37.1418,     36.5129,     35.8657,     33.8955,     31.7004,     32.5790,     37.9241,     37.9496,     37.9955,     38.3734,     38.6734,     38.8208,     38.8454,     38.9400,     39.4646,     39.8878,     39.4809,     40.7357,     41.0927,     41.4164,     41.7068,     41.8544,     41.8746,     41.8898,     49.0643,     46.5611,     42.0447,     42.0769,     42.1105,     42.2120,     42.3508,     42.8105,     43.3319,     43.7378,     44.5058,     44.8762,     45.2793,     45.6744,     46.0119,     46.1880,     46.2371,     49.0778,     49.1836,     49.4013,     50.0463,     51.7140,     42.2165,     42.2334,     42.2628,     43.4127,     43.4157,     44.3479
      43,          0.700000,     37.7012,     37.2495,     36.6285,     36.0266,     34.1067,     32.0165,     32.5790,     38.0460,     38.0738,     38.1238,     38.5231,     38.8319,     38.9866,     39.0125,     39.1094,     39.6007,     39.9767,     39.6229,     40.8285,     41.2014,     41.5301,     41.8048,     41.9397,     41.9600,     41.9746,     49.2692,     46.5917,     42.1203,     42.1513,     42.1833,     42.2774,     42.4057,     42.8412,     43.3530,     43.7564,     44.5226,     44.8902,     45.2904,     45.6960,     46.0410,     46.2198,     46.2686,     49.2792,     49.3513,     49.5298,     50.1239,     51.7607,     42.2820,     42.2983,     42.3248,     43.4285,     43.4317,     44.3544
      44,          0.716667,     37.8388,     37.3819,     36.7649,     36.1684,     34.2304,     32.4873,     32.5790,     38.1748,     38.2052,     38.2589,     38.6719,     38.9854,     39.1459,     39.1727,     39.2697,     39.7213,     40.0544,     39.7499,     40.9033,     41.2880,     41.6206,     41.8861,     42.0071,     42.0264,     42.0414,     49.4522,     46.6196,     42.1808,     42.2120,     42.2431,     42.3318,     42.4522,     42.8693,     43.3732,     43.7738,     44.5381,     44.9028,     45.3005,     45.7154,     46.0671,     46.2483,     46.2969,     49.4608,     49.5140,     49.6581,     50.2075,     51.8060,     42.3358,     42.3527,     42.3772,     43.4408,     43.4441,     44.3607
      45,          0.733333,     37.9682,     37.5245,     36.9330,     36.3147,     34.2976,     32.8622,     32.5790,     38.2915,     38.3246,     38.3825,     38.8081,     39.1228,     39.2872,     39.3148,     39.4112,     39.8299,     40.1278,     39.8651,     40.9681,     41.3650,     41.6957,     41.9435,     42.0643,     42.0840,     42.0989,     49.5993,     46.6845,     42.2329,     42.2628,     42.2925,     42.3771,     42.4918,     42.8940,     43.3917,     43.7909,     44.5528,     44.9156,     45.3134,     45.7447,     46.1110,     46.2989,     46.3498,     49.6121,     49.6557,     49.7806,     50.2935,     51.8523,     42.3811,     42.3965,     42.4195,     43.4514,     43.4548,     44.3670
      46,          0.750000,     38.0858,     37.6735,     37.0973,     36.4600,     34.4022,     33.0496,     32.5790,     38.3971,     38.4326,     38.4940,     38.9265,     39.2423,     39.4095,     39.4375,     39.5333,     39.9258,     40.1976,     39.9677,     41.0201,     41.4232,     41.7496,     41.9890,     42.1083,     42.1283,     42.1437,     49.7041,     46.8207,     42.2757,     42.3062,     42.3353,     42.4176,     42.5295,     42.9226,     43.4166,     43.8164,     44.5784,     44.9396,     45.3404,     45.8118,     46.2074,     46.4092,     46.4647,     49.7183,     49.7610,     49.8783,     50.3759,     51.8994,     42.4217,     42.4372,     42.4590,     43.4610,     43.4645,     44.3733
      47,          0.766667,     38.1840,     37.8181,     37.2539,     36.6072,     34.5176,     33.1650,     32.5790,     38.4846,     38.5226,     38.5879,     39.0278,     39.3450,     39.5147,     39.5435,     39.6392,     40.0130,     40.2649,     40.0616,     41.0659,     41.4722,     41.7960,     42.0303,     42.1494,     42.1697,     42.1859,     49.7739,     46.9288,     42.3176,     42.3476,     42.3763,     42.4576,     42.5707,     42.9645,     43.4600,     43.8627,     44.6283,     44.9824,     45.3800,     45.8963,     46.3133,     46.5278,     46.5862,     49.7889,     49.8314,     49.9452,     50.4374,     51.9270,     42.4610,     42.4753,     42.4954,     43.4690,     43.4725,     44.3762
      48,          0.783333,     38.2660,     37.9429,     37.4014,     36.7542,     34.6379,     33.2511,     32.5790,     38.5590,     38.5992,     38.6680,     39.1134,     39.4337,     39.6060,     39.6353,     39.7313,     40.0921,     40.3316,     40.1479,     41.1093,     41.5208,     41.8447,     42.0761,     42.1988,     42.2198,     42.2368,     49.8168,     47.0003,     42.3665,     42.3977,     42.4258,     42.5043,     42.6185,     43.0145,     43.5132,     43.9185,     44.6847,     45.0272,     45.4187,     45.9723,     46.3891,     46.6061,     46.6627,     49.8326,     49.8750,     49.9861,     50.4767,     51.9481,     42.5070,     42.5196,     42.5375,     43.4745,     43.4781,     44.3785
      49,          0.800000,     38.3379,     38.0518,     37.5382,     36.8695,     34.7982,     33.3276,     32.5790,     38.6240,     38.6663,     38.7384,     39.1838,     39.5101,     39.6868,     39.7171,     39.8146,     40.1682,     40.4016,     40.2334,     41.1601,     41.5765,     41.9030,     42.1329,     42.2574,     42.2788,     42.2964,     49.8429,     47.0437,     42.4250,     42.4555,     42.4826,     42.5582,     42.6718,     43.0640,     43.5617,     43.9694,     44.7347,     45.0629,     45.4460,     46.0238,     46.4400,     46.6590,     46.7155,     49.8586,     49.9009,     50.0120,     50.5037,     51.9667,     42.5606,     42.5713,     42.5869,     43.4788,     43.4824,     44.3808
      50,          0.816667,     38.4042,     38.1529,     37.6518,     36.9425,     34.9803,     33.4047,     32.5790,     38.6798,     38.7240,     38.7994,     39.2436,     39.5760,     39.7548,     39.7854,     39.8823,     40.2244,     40.5047,     40.3791,     41.2163,     41.6389,     41.9667,     42.1916,     42.3156,     42.3371,     42.3557,     49.8592,     47.0718,     42.4826,     42.5137,     42.5396,     42.6119,     42.7220,     43.1044,     43.5969,     44.0064,     44.7693,     45.0887,     45.4656,     46.0582,     46.4732,     46.6934,     46.7498,     49.8756,     49.9174,     50.0288,     50.5231,     51.9837,     42.6145,     42.6248,     42.6389,     43.4826,     43.4862,     44.3831
      51,          0.833333,     38.4635,     38.2414,     37.7469,     36.9892,     35.1367,     33.4914,     32.5871,     38.7260,     38.7712,     38.8487,     39.2906,     39.6276,     39.8090,     39.8403,     39.9380,     40.2752,     40.6570,     40.5720,     41.2753,     41.6988,     42.0242,     42.2438,     42.3669,     42.3886,     42.4069,     49.8703,     47.0909,     42.5320,     42.5628,     42.5880,     42.6574,     42.7633,     43.1334,     43.6177,     44.0280,     44.7889,     45.1047,     45.4786,     46.0799,     46.4947,     46.7159,     46.7724,     49.8868,     49.9291,     50.0405,     50.5381,     51.9988,     42.6602,     42.6703,     42.6833,     43.4860,     43.4897,     44.3852
      52,          0.850000,     38.5133,     38.3110,     37.8230,     37.0234,     35.2586,     33.5820,     32.6274,     38.7655,     38.8115,     38.8902,     39.3319,     39.6730,     39.8572,     39.8892,     39.9880,     40.3225,     40.8428,     40.7877,     41.3425,     41.7542,     42.0694,     42.2850,     42.4074,     42.4292,     42.4482,     49.8784,     47.1041,     42.5711,     42.6018,     42.6266,     42.6939,     42.7962,     43.1552,     43.6316,     44.0420,     44.8018,     45.1153,     45.4876,     46.0946,     46.5095,     46.7314,     46.7880,     49.8943,     49.9371,     50.0486,     50.5471,     52.0050,     42.6968,     42.7068,     42.7191,     43.4886,     43.4922,     44.3858
      53,          0.866667,     38.5557,     38.3694,     37.8852,     37.0497,     35.3499,     33.6681,     32.6678,     38.8002,     38.8465,     38.9259,     39.3692,     39.7141,     39.9006,     39.9332,     40.0330,     40.3642,     41.0400,     41.0039,     41.4180,     41.8034,     42.1051,     42.3164,     42.4380,     42.4597,     42.4786,     49.8834,     47.1132,     42.6007,     42.6315,     42.6558,     42.7216,     42.8209,     43.1713,     43.6411,     44.0514,     44.8107,     45.1226,     45.4940,     46.1051,     46.5199,     46.7424,     46.7991,     49.8996,     49.9423,     50.0535,     50.5528,     52.0100,     42.7245,     42.7344,     42.7462,     43.4902,     43.4938,     44.3864
      54,          0.883333,     38.5932,     38.4200,     37.9396,     37.0720,     35.4214,     33.7421,     32.7081,     38.8310,     38.8775,     38.9575,     39.4025,     39.7506,     39.9392,     39.9722,     40.0728,     40.4002,     41.2301,     41.2047,     41.5037,     41.8494,     42.1343,     42.3404,     42.4605,     42.4825,     42.5013,     49.8866,     47.1190,     42.6225,     42.6533,     42.6774,     42.7421,     42.8394,     43.1830,     43.6479,     44.0579,     44.8167,     45.1276,     45.4982,     46.1120,     46.5268,     46.7495,     46.8062,     49.9029,     49.9456,     50.0569,     50.5573,     52.0145,     42.7451,     42.7549,     42.7663,     43.4913,     43.4950,     44.3870
      55,          0.900000,     38.6265,     38.4640,     37.9893,     37.0915,     35.4777,     33.8051,     32.7485,     38.8581,     38.9048,     38.9849,     39.4315,     39.7819,     39.9720,     40.0054,     40.1065,     40.4299,     41.3970,     41.3776,     41.5946,     41.8948,     42.1597,     42.3593,     42.4782,     42.5001,     42.5188,     49.8889,     47.1226,     42.6387,     42.6696,     42.6934,     42.7572,     42.8529,     43.1915,     43.6525,     44.0622,     44.8205,     45.1307,     45.5009,     46.1163,     46.5311,     46.7540,     46.8107,     49.9052,     49.9480,     50.0595,     50.5608,     52.0188,     42.7603,     42.7700,     42.7813,     43.4925,     43.4962,     44.3876
      56,          0.916667,     38.6560,     38.5026,     38.0332,     37.1100,     35.5226,     33.8584,     32.7888,     38.8817,     38.9282,     39.0083,     39.4559,     39.8081,     39.9994,     40.0331,     40.1345,     40.4540,     41.5410,     41.5257,     41.6844,     41.9399,     42.1827,     42.3750,     42.4921,     42.5138,     42.5325,     49.8907,     47.1253,     42.6510,     42.6818,     42.7054,     42.7686,     42.8630,     43.1978,     43.6557,     44.0651,     44.8230,     45.1328,     45.5027,     46.1192,     46.5341,     46.7572,     46.8139,     49.9070,     49.9499,     50.0614,     50.5639,     52.0230,     42.7716,     42.7814,     42.7924,     43.4933,     43.4970,     44.3882
      57,          0.933333,     38.6821,     38.5381,     38.0705,     37.1278,     35.5590,     33.9034,     32.8295,     38.9020,     38.9481,     39.0281,     39.4761,     39.8296,     40.0217,     40.0556,     40.1573,     40.4735,     41.6655,     41.6533,     41.7710,     41.9836,     42.2048,     42.3889,     42.5039,     42.5254,     42.5439,     49.8922,     47.1274,     42.6611,     42.6916,     42.7150,     42.7775,     42.8709,     43.2025,     43.6581,     44.0671,     44.8247,     45.1343,     45.5041,     46.1214,     46.5364,     46.7596,     46.8163,     49.9085,     49.9515,     50.0631,     50.5659,     52.0238,     42.7806,     42.7902,     42.8011,     43.4940,     43.4977,     44.3883
      58,          0.950000,     38.7117,     38.5756,     38.0965,     37.1421,     35.5890,     33.9414,     32.8703,     38.9199,     38.9655,     39.0450,     39.4928,     39.8471,     40.0400,     40.0741,     40.1759,     40.4894,     41.7752,     41.7655,     41.8524,     42.0272,     42.2267,     42.4019,     42.5145,     42.5358,     42.5542,     49.8931,     47.1290,     42.6698,     42.7000,     42.7232,     42.7851,     42.8776,     43.2065,     43.6600,     44.0688,     44.8261,     45.1355,     45.5051,     46.1231,     46.5381,     46.7615,     46.8183,     49.9094,     49.9523,     50.0637,     50.5658,     52.0222,     42.7881,     42.7976,     42.8084,     43.4941,     43.4978,     44.3880
      59,          0.966667,     38.7552,     38.6269,     38.1300,     37.1557,     35.6133,     33.9733,     32.9110,     38.9438,     38.9874,     39.0646,     39.5074,     39.8617,     40.0550,     40.0892,     40.1911,     40.5024,     41.8682,     41.8591,     41.9284,     42.0714,     42.2495,     42.4152,     42.5250,     42.5458,     42.5639,     49.8932,     47.1296,     42.6778,     42.7078,     42.7306,     42.7919,     42.8835,     43.2099,     43.6616,     44.0701,     44.8271,     45.1362,     45.5058,     46.1242,     46.5391,     46.7625,     46.8192,     49.9096,     49.9524,     50.0637,     50.5652,     52.0204,     42.7948,     42.8043,     42.8149,     43.4941,     43.4978,     44.3877
      60,          0.983333,     38.7937,     38.6749,     38.1698,     37.1742,     35.6355,     34.0004,     32.9518,     38.9677,     39.0098,     39.0847,     39.5214,     39.8745,     40.0678,     40.1021,     40.2040,     40.5134,     41.9499,     41.9421,     41.9981,     42.1155,     42.2735,     42.4291,     42.5355,     42.5562,     42.5740,     49.8931,     47.1297,     42.6856,     42.7155,     42.7380,     42.7986,     42.8893,     43.2131,     43.6629,     44.0709,     44.8277,     45.1367,     45.5061,     46.1245,     46.5394,     46.7627,     46.8194,     49.9095,     49.9522,     50.0634,     50.5642,     52.0186,     42.8013,     42.8109,     42.8215,     43.4939,     43.4976,     44.3875
      61,          1.000000,     38.8249,     38.7135,     38.2075,     37.1955,     35.6585,     34.0250,     32.9925,     38.9884,     39.0292,     39.1022,     39.5335,     39.8854,     40.0787,     40.1130,     40.2149,     40.5225,     42.0221,     42.0150,     42.0618,     42.1589,     42.2985,     42.4437,     42.5468,     42.5668,     42.5842,     49.8927,     47.1294,     42.6937,     42.7231,     42.7454,     42.8052,     42.8949,     43.2160,     43.6638,     44.0714,     44.8278,     45.1367,     45.5061,     46.1245,     46.5392,     46.7625,     46.8192,     49.9091,     49.9518,     50.0628,     50.5631,     52.0168,     42.8080,     42.8170,     42.8272,     43.4935,     43.4972,     44.3872
      62,          1.016667,     38.8500,     38.7442,     38.2405,     37.2157,     35.6827,     34.0488,     33.0220,     39.0057,     39.0455,     39.1170,     39.5439,     39.8948,     40.0880,     40.1224,     40.2242,     40.5303,     42.0865,     42.0801,     42.1200,     42.2010,     42.3243,     42.4592,     42.5586,     42.5782,     42.5953,     49.8922,     47.1289,     42.7020,     42.7311,     42.7529,     42.8117,     42.9006,     43.2190,     43.6648,     44.0718,     44.8278,     45.1367,     45.5059,     46.1240,     46.5387,     46.7619,     46.8186,     49.9085,     49.9511,     50.0618,     50.5600,     52.0084,     42.8145,     42.8234,     42.8334,     43.4927,     43.4964,     44.3858
      63,          1.033333,     38.8703,     38.7688,     38.2688,     37.2334,     35.7065,     34.0726,     33.0516,     39.0201,     39.0591,     39.1294,     39.5529,     39.9029,     40.0960,     40.1305,     40.2323,     40.5372,     42.1447,     42.1386,     42.1731,     42.2414,     42.3505,     42.4755,     42.5712,     42.5901,     42.6068,     49.8909,     47.1278,     42.7111,     42.7394,     42.7610,     42.8188,     42.9067,     43.2221,     43.6656,     44.0720,     44.8275,     45.1364,     45.5056,     46.1234,     46.5379,     46.7610,     46.8176,     49.9071,     49.9495,     50.0596,     50.5544,     51.9983,     42.8215,     42.8302,     42.8400,     43.4912,     43.4948,     44.3842
      64,          1.050000,     38.8874,     38.7882,     38.2927,     37.2484,     35.7285,     34.0961,     33.0811,     39.0323,     39.0706,     39.1399,     39.5606,     39.9100,     40.1030,     40.1375,     40.2392,     40.5432,     42.1972,     42.1914,     42.2218,     42.2801,     42.3768,     42.4926,     42.5843,     42.6026,     42.6188,     49.8887,     47.1256,     42.7205,     42.7483,     42.7693,     42.8262,     42.9129,     43.2253,     43.6664,     44.0720,     44.8270,     45.1358,     45.5049,     46.1219,     46.5361,     46.7589,     46.8154,     49.9049,     49.9471,     50.0567,     50.5485,     51.9880,     42.8288,     42.8372,     42.8467,     43.4894,     43.4930,     44.3826
      65,          1.066667,     38.9019,     38.8044,     38.3128,     37.2609,     35.7481,     34.1183,     33.1107,     39.0430,     39.0807,     39.1491,     39.5673,     39.9161,     40.1091,     40.1436,     40.2454,     40.5484,     42.2448,     42.2393,     42.2669,     42.3172,     42.4030,     42.5101,     42.5978,     42.6155,     42.6313,     49.8862,     47.1227,     42.7300,     42.7573,     42.7779,     42.8338,     42.9194,     43.2284,     43.6670,     44.0716,     44.8258,     45.1347,     45.5037,     46.1196,     46.5334,     46.7559,     46.8122,     49.9022,     49.9442,     50.0533,     50.5420,     51.9776,     42.8363,     42.8445,     42.8537,     43.4872,     43.4908,     44.3810
      66,          1.083333,     38.9141,     38.8179,     38.3300,     37.2713,     35.7649,     34.1388,     33.1376,     39.0521,     39.0893,     39.1571,     39.5733,     39.9216,     40.1146,     40.1491,     40.2508,     40.5531,     42.2887,     42.2835,     42.3079,     42.3518,     42.4286,     42.5275,     42.6115,     42.6287,     42.6440,     49.8833,     47.1194,     42.7398,     42.7665,     42.7867,     42.8415,     42.9259,     43.2314,     43.6673,     44.0709,     44.8243,     45.1333,     45.5021,     46.1167,     46.5302,     46.7523,     46.8086,     49.8993,     49.9411,     50.0498,     50.5354,     51.9658,     42.8440,     42.8520,     42.8609,     43.4850,     43.4885,     44.3791
      67,          1.100000,     38.9246,     38.8295,     38.3448,     37.2802,     35.7791,     34.1570,     33.1539,     39.0600,     39.0968,     39.1640,     39.5785,     39.9264,     40.1194,     40.1539,     40.2556,     40.5573,     42.3289,     42.3239,     42.3462,     42.3848,     42.4536,     42.5450,     42.6252,     42.6418,     42.6567,     49.8802,     47.1156,     42.7496,     42.7758,     42.7955,     42.8493,     42.9325,     43.2345,     43.6675,     44.0699,     44.8225,     45.1316,     45.5004,     46.1135,     46.5267,     46.7485,     46.8045,     49.8960,     49.9373,     50.0446,     50.5231,     51.9400,     42.8517,     42.8594,     42.8680,     43.4817,     43.4851,     44.3750
      68,          1.116667,     38.9335,     38.8394,     38.3578,     37.2880,     35.7911,     34.1730,     33.1703,     39.0668,     39.1034,     39.1700,     39.5831,     39.9307,     40.1236,     40.1581,     40.2599,     40.5611,     42.3658,     42.3610,     42.3815,     42.4157,     42.4777,     42.5624,     42.6390,     42.6550,     42.6694,     49.8750,     47.1098,     42.7595,     42.7849,     42.8042,     42.8568,     42.9389,     43.2374,     43.6677,     44.0687,     44.8204,     45.1296,     45.4981,     46.1091,     46.5217,     46.7428,     46.7986,     49.8905,     49.9313,     50.0371,     50.5070,     51.9123,     42.8591,     42.8664,     42.8746,     43.4770,     43.4804,     44.3707
      69,          1.133333,     38.9410,     38.8476,     38.3688,     37.2948,     35.8012,     34.1869,     33.1866,     39.0726,     39.1089,     39.1751,     39.5872,     39.9345,     40.1274,     40.1620,     40.2638,     40.5646,     42.3998,     42.3951,     42.4141,     42.4448,     42.5009,     42.5793,     42.6524,     42.6678,     42.6817,     49.8682,     47.1020,     42.7688,     42.7938,     42.8126,     42.8641,     42.9450,     43.2399,     43.6672,     44.0668,     44.8173,     45.1267,     45.4949,     46.1030,     46.5147,     46.7348,     46.7903,     49.8836,     49.9239,     50.0284,     50.4902,     51.8840,     42.8663,     42.8733,     42.8812,     43.4717,     43.4750,     44.3664
      70,          1.150000,     38.9474,     38.8548,     38.3784,     37.3008,     35.8099,     34.1989,     33.2030,     39.0777,     39.1138,     39.1796,     39.5908,     39.9380,     40.1309,     40.1655,     40.2673,     40.5676,     42.4309,     42.4264,     42.4441,     42.4719,     42.5229,     42.5956,     42.6651,     42.6800,     42.6935,     49.8606,     47.0928,     42.7776,     42.8020,     42.8203,     42.8708,     42.9505,     43.2419,     43.6662,     44.0640,     44.8132,     45.1229,     45.4909,     46.0953,     46.5061,     46.7254,     46.7805,     49.8758,     49.9156,     50.0188,     50.4725,     51.8553,     42.8730,     42.8797,     42.8872,     43.4659,     43.4691,     44.3620
      71,          1.166667,     38.9530,     38.8610,     38.3867,     37.3060,     35.8172,     34.2091,     33.2193,     39.0821,     39.1180,     39.1836,     39.5940,     39.9410,     40.1339,     40.1685,     40.2703,     40.5704,     42.4592,     42.4547,     42.4714,     42.4967,     42.5433,     42.6107,     42.6770,     42.6912,     42.7043,     49.8526,     47.0828,     42.7856,     42.8094,     42.8274,     42.8768,     42.9554,     43.2433,     43.6647,     44.0606,     44.8082,     45.1185,     45.4863,     46.0865,     46.4964,     46.7147,     46.7694,     49.8675,     49.9069,     50.0087,     50.4543,     51.8262,     42.8789,     42.8854,     42.8926,     43.4601,     43.4633,     44.3577
      72,          1.183333,     38.9579,     38.8664,     38.3939,     37.3105,     35.8237,     34.2179,     33.2296,     39.0860,     39.1217,     39.1871,     39.5969,     39.9438,     40.1368,     40.1714,     40.2732,     40.5729,     42.4846,     42.4802,     42.4960,     42.5192,     42.5620,     42.6247,     42.6879,     42.7016,     42.7141,     49.8442,     47.0724,     42.7922,     42.8161,     42.8337,     42.8821,     42.9596,     43.2441,     43.6628,     44.0567,     44.8029,     45.1137,     45.4815,     46.0776,     46.4868,     46.7042,     46.7586,     49.8589,     49.8977,     49.9981,     50.4349,     51.7925,     42.8841,     42.8903,     42.8972,     43.4539,     43.4569,     44.3525
      73,          1.200000,     38.9623,     38.8711,     38.4003,     37.3146,     35.8292,     34.2256,     33.2383,     39.0894,     39.1250,     39.1901,     39.5994,     39.9461,     40.1391,     40.1738,     40.2756,     40.5751,     42.5071,     42.5028,     42.5179,     42.5394,     42.5790,     42.6376,     42.6979,     42.7110,     42.7231,     49.8350,     47.0629,     42.7991,     42.8218,     42.8392,     42.8867,     42.9632,     43.2447,     43.6607,     44.0527,     44.7973,     45.1089,     45.4767,     46.0687,     46.4772,     46.6938,     46.7479,     49.8495,     49.8876,     49.9861,     50.4125,     51.7556,     42.8886,     42.8945,     42.9011,     43.4470,     43.4499,     44.3468
      74,          1.216667,     38.9661,     38.8753,     38.4060,     37.3181,     35.8341,     34.2322,     33.2470,     39.0925,     39.1280,     39.1929,     39.6018,     39.9484,     40.1414,     40.1761,     40.2779,     40.5771,     42.5271,     42.5228,     42.5374,     42.5574,     42.5942,     42.6493,     42.7069,     42.7197,     42.7314,     49.8249,     47.0509,     42.8053,     42.8274,     42.8442,     42.8908,     42.9663,     43.2450,     43.6585,     44.0485,     44.7916,     45.1038,     45.4717,     46.0593,     46.4669,     46.6823,     46.7361,     49.8391,     49.8766,     49.9733,     50.3895,     51.7178,     42.8926,     42.8983,     42.9046,     43.4395,     43.4423,     44.3410
      75,          1.233333,     38.9695,     38.8791,     38.4111,     37.3212,     35.8385,     34.2379,     33.2557,     39.0952,     39.1306,     39.1953,     39.6037,     39.9502,     40.1432,     40.1779,     40.2797,     40.5788,     42.5445,     42.5403,     42.5543,     42.5731,     42.6077,     42.6596,     42.7149,     42.7272,     42.7385,     49.8138,     47.0310,     42.8102,     42.8319,     42.8484,     42.8941,     42.9687,     43.2447,     43.6558,     44.0438,     44.7854,     45.0982,     45.4661,     46.0485,     46.4547,     46.6688,     46.7218,     49.8278,     49.8647,     49.9597,     50.3659,     51.6794,     42.8959,     42.9013,     42.9073,     43.4319,     43.4347,     44.3351
